image,source,headline,label,explanation,Inaccurate reasoning (Yes/No),Explanation states opinion (Yes/No),Explanation uses commonsense reasoning (Yes/No),Explanation uses knowledge of specific events (Yes/No),Explanation uses domain knowledge (Yes/No)
False/non-medical/MAN SUES STATE OF ALABAMA OVER DOCUMENT FROM 1865 GIVING HIM RIGHT TO OWN “BLACK SLAVES”2022-08-26-23-45-11.jpg,WORLDNEWSDAILYREPORT.COM,"MAN SUES STATE OF ALABAMA OVER DOCUMENT FROM 1865 GIVING HIM RIGHT TO OWN ""BLACK SLAVES""",False,"The headline is false because slavery was abolished in the United States in 1865. The Thirteenth Amendment to the U.S Constitution outlawed the practice nationwide. Therefore, no document purportedly ""giving the right"" to own slaves has any legal standing, making the premise of the headline impossible.",Yes, No,Yes,Yes,Yes
False/non-medical/f_delaware judge rules that baby yoda affair doesnt count.jpg,WORLDNEWSDAILYREPORT.COM,Delaware judge rules that man’s “affair” with Baby Yoda doll doesn’t classify as adultery,False,"This headline is false because it involves a scenario that is highly unlikely to be addressed in real court. Adultery generally involves sexual relations between a person and someone other than their spouse. A relationship with an inanimate object, like a Baby Yoda doll, doesn't meet the legal definition of adultery.",No,No,Yes,No,Yes
False/non-medical/Trump Voter Wants Taco Bell Shut Down For ‘Being Too Mexican’2022-08-26-00-31-55.jpg,ALTERNATIVELYFACTS.COM,Trump Voter Wants Taco Bell Shut Down For ‘Being Too Mexican’,False,This headline is false because it is based on unverified information and generalization. The claim that a Trump voter wants Taco Bell shut down for 'being too Mexican' is not substantiated by any credible source or data. Misrepresentations like this can perpetuate unnecessary stereotypes and biases. Always ensure information is verified and from a reliable source.,No,No,Yes,No,No
False/non-medical/MLB Announces Hijab Night2022-08-26-17-25-07.jpg,DOGFACEPONIA.COM,MLB Announces Hijab Night After the wonderfully successful angst created by Pride night in ..,False,"This headline is false as Major League Baseball (MLB) has not made any announcement about a 'Hijab Night'. MLB is known to facilitate promotional events and recognitions reflecting cultural diversity; however, there are no recorded statements or events that validate this specific headline.",No,No,Yes,Yes,Yes
False/non-medical/Marjorie Taylor Greene to Become First Sitting Member of Congress to Pose for Playboy2022-08-26-17-19-58.jpg,REALNEWSRIGHTNOW.COM,Marjorie Taylor Greene to Become First Sitting Member of Congress to Pose for Playboy,False,"This headline is false because Marjorie Taylor Greene has made no public announcement or indication that she will pose for Playboy magazine. Furthermore, Playboy announced in 2016 that it would no longer feature nudity, revising its traditional content. So, it's highly unlikely for any sitting member of Congress to participate in such a photo shoot.",Yes,No,Yes,Yes,Yes
False/non-medical/Donald Trump Claims He Hardly Knows Donald Trump Junior2022-08-26-00-48-53.jpg,DAILYKOS.COM,Donald Trump Claims He Hardly Knows Donald Trump Junior,False,"The headline is false because Donald Trump Junior is the eldest son of Donald Trump. Given their familial relationship and Trump Junior's involvement in his father's business and political ventures, it's inaccurate for any source to claim that Donald Trump hardly knows Donald Trump Junior.",No,No,Yes,Yes,Yes
False/non-medical/f_Kamala military are cowards.png,DAILYWORLDUPDATE.US,Kamala: ‘Our Military Are Soulless Cowards. Their Budget Must Be Cut.’,False,"This headline is misleading as Kamala Harris, Vice President of the United States, has never made such a statement. Her public remarks and policies advocate for the supports for military and veterans. Therefore, this claim is false.
",Yes,No,Yes,Yes,Yes
False/non-medical/Delta Force Seizes IRS Weapons Shipment2022-08-25-18-24-52.jpg,REALRAWNEWS.COM,Delta Force Seizes IRS Weapons Shipment Delta Force Operators Monday morning intercepted an 18-wheel_,False,"There's no evidence to support the claim that Delta Force intercepted an IRS weapons shipment. This scenario seems taken from a work of fiction, not real occurrences. Spec Ops like Delta Force usually undertake military missions, while the IRS is a domestic tax collection agency and not known to be involved in any weapons shipments.",No,No,Yes,No,Yes
False/non-medical/Disney to “retire” Winnie the Pooh at Xi’s request2022-08-26-01-08-30.jpg,UNCLEWALTS.COM,Disney to “retire” Winnie the Pooh at Xi’s request,False,"There's no official story or public statement, from either Disney or the Chinese government, stating that Disney is retiring Winnie the Pooh at Xi Jinping's request. Thus, the headline is unconfirmed and should be considered false until proven otherwise.",Yes,No,Yes,Yes,Yes
False/non-medical/Portland Bans Urinals In Public Buildings – Out of Respect to the City’s “Shared Values”2022-08-26-01-11-30.jpg,THEGATEWAYPUNDIT.COM,"Portland Bans Urinals In Public Buildings - Out of Respect to the City's ""Shared Values""",False,"Portland did not ban urinals out of respect for ""shared values."" The city updated its plumbing code to include gender-neutral bathrooms in new city-owned buildings, which resulted in the removal of urinals in these few buildings. This decision was made for inclusivity, not because of a ban or due to shared values.",No,No,Yes,Yes,Yes
False/non-medical/Coal Miners Union Apologizes After Workers Emerge from Mine Wearing Blackface2022-08-26-17-29-15.jpg,REALNEWSRIGHTNOW.COM,Coal Miners Union Apologizes After Workers Emerge from Mine Wearing Blackface,False,"The headline is false as there's no verified report or credible news about any Coal Miners Union issuing an apology due to workers emerging from mine wearing blackface. This appears to be a misinterpretation or misinformation. In reality, coal miners are typically covered in soot and dust after working, which is not akin to wearing 'blackface'.",No,No,Yes,No,Yes
False/non-medical/MALE STRIPPER SHOT 5 TIMES AFTER SHOWING UP AT A GANG HIDEOUT BY MISTAKE IN A COP COSTUME2022-08-26-00-48-30.jpg,WORLDNEWSDAILYREPORT.COM,MALE STRIPPER SHOT 5 TIMES AFTER SHOWING UP AT A GANG HIDEOUT BY MISTAKE IN A COP COSTUME,False,"The headline is misleading because it implies that the person in question was intentionally targeted due to mistaken identity, suggesting a particular narrative. However, without further evidence and context, it is impossible to confirm whether the attack was due to him wearing a cop costume and showing up at a gang hideout purely by mistake.",No,No,Yes,No,No
False/non-medical/TRANS-SPECIES MAN WHO IDENTIFIES AS A SQUIRREL ARRESTED FOR TWO 20-TON PEANUT TRUCK HEISTS2022-08-26-23-45-51.jpg,WORLDNEWSDAILYREPORT.COM,TRANS-SPECIES MAN WHO IDENTIFIES AS A SQUIRREL ARRESTED FOR TWO 20-TON PEANUT TRUCK HEISTS,False,"The mentioned headline is false because a human being physically cannot become a different species regardless of their personal beliefs or feelings. Additionally, the responsibility needed to drive and steal a 20-ton truck, let alone two, far exceeds the capabilities of a squirrel, suggesting the statement is highly unlikely. Furthermore, no such case has been reported or documented globally, indicating a fabrication.",Yes,No,Yes,No,Yes
False/non-medical/michelle obama thinks she and husband deserve scotus.png,DAILYWORLDUPDATE.US,Michelle Obama Thinks She And Her Husband Deserve SCOTUS Appointments,False,"There's no accurate record or statement showing that Michelle Obama has said she and her husband, former President Barack Obama, deserve appointments to the Supreme Court Of The United States (SCOTUS). The headline is thus misleading and false.",No,No,Yes,Yes,Yes
False/non-medical/MAN CLINICALLY DEAD FOR 6 HOURS SAYS HE WENT TO HEAVEN AND MET JEFFREY EPSTEIN2022-08-26-17-30-21.jpg,WORLDNEWSDAILYREPORT.COM,MAN CLINICALLY DEAD FOR 6 HOURS SAYS HE WENT TO HEAVEN AND MET JEFFREY EPSTEIN,False,"This headline is false because clinical death doesn't allow for consciousness or memory recall. Moreover, it's scientifically untenable to verify personal claims about afterlife experiences, like meeting specific deceased individuals. These stories are typically considered subjective or hallucinatory experiences rather than factual occurrences.",No,No,Yes,Yes,Yes
False/non-medical/Trump Opens $2 Billion ‘MAGA-Church’ in Florida with Eldest Son as Pastor2022-08-26-17-24-32.jpg,REALNEWSRIGHTNOW.COM,Trump Opens $2 Billion 'MAGA-Church' in Florida with Eldest Son as Pastor,False,"This headline is false because there is no record or credible source supporting the claim that Donald Trump has opened a MAGA-Church or any religious institution. Neither has his eldest son, Donald Trump Jr., taken up any such role as a pastor. Always refer to trustworthy and verified news sources for accurate information.",Yes,No,Yes,No,Yes
False/non-medical/GOP_ Only Way to Reduce Mass Shootings is to Redefine ‘Mass’2022-08-26-00-30-59.jpg,UNSOURCEDNEWS.COM,GOP: Only Way to Reduce Mass Shootings is to Redefine 'Mass',False,"This headline is misleading because strategies to reduce mass shootings involve holistic measures like gun control, mental health interventions, improved police response, and preventative intelligence, not merely redefining the term 'mass.' Ideas presented by the GOP, or any political party, typically involve policy changes and practical measures rather than semantics. Additionally, such a suggestion would not solve the problem, only reclassify it.",No,No,Yes,No,Yes
False/non-medical/Putin To Invade Alaska and Romney2022-08-26-17-23-15.jpg,DOGFACEPONIA.COM,Putin To Invade Alaska and Romney,False,"The headline is false because Romney refers to Mitt Romney, an individual politician and former presidential candidate, not a geographical location which could be invaded. Additionally, there's no credible information to support claims that Russian President Putin intends to invade Alaska. Finally, international law prohibits unprovoked invasions of sovereign territories, making this scenario highly unlikely.",No, No,Yes,Yes,Yes
False/non-medical/civil-rights-court-orders-biden-to-have-sit-down-with-kyle-rittenhouse2022-04-07-21-27-10.jpg,DUNNING-KRUGER-TIMES.COM,Civil Rights Court Orders Biden To Have a Sit-Down With Kyle Rittenhouse,False,"This headline is false because a Civil Rights Court does not have the authority to order a sitting President, like Joe Biden, to meet with any specific individual, including Kyle Rittenhouse. Any meeting or conversation between the President and another person is at the discretion of the President and their team.",Yes,No,Yes,Yes,Yes
False/non-medical/Merrick Garland Plans to Investigate January 6th Until They Find a Crime Trump Committed2022-08-26-17-29-49.jpg,DOGFACEPONIA.COM,Merrick Garland Plans to Investigate January 6th Until They Find a Crime Trump Committed,False,"This headline is false because Merrick Garland, as the U.S. Attorney General, stated the Department of Justice would impartially investigate the January 6th events to uphold the law, without targeting any specific individual, including former President Trump. Rather than seeking to find a crime by a specific individual, the investigation is aimed at holding those responsible for the attacks accountable.",Yes,No,Yes,Yes,Yes
